Source,Target,Weight,Type
Ted,Merry,4,Undirected
Ted,Pippin,1,Undirected
Thingol,Aragorn,1,Undirected
Thorin,Bilbo,4,Undirected
Thorin,Elrond,1,Undirected
Thorin,Gimli,1,Undirected
Thranduil,Frodo,1,Undirected
Thranduil,Gimli,1,Undirected
Thranduil,Glóin,1,Undirected
Thranduil,Sam,1,Undirected
Théoden,Ceorl,1,Undirected
Théoden,Crinblanca,8,Undirected
Théoden,Dernhelm,2,Undirected
Théoden,Dúnhere,3,Undirected
Théoden,Elfhelm,1,Undirected
Théoden,Faramir,2,Undirected
Théoden,Frodo,3,Undirected
Théoden,Ghân,6,Undirected
Théoden,Gimli,11,Undirected
Théoden,Gléowine,1,Undirected
Théoden,Glóin,1,Undirected
Théoden,Grimbold,2,Undirected
Théoden,Guthlaf,1,Undirected
Théoden,Halbarad,4,Undirected
Théoden,Hirgon,3,Undirected
Théoden,Háma,19,Undirected
Théoden,Imrahil,4,Undirected
Théoden,Isildur,1,Undirected
Théoden,Legolas,13,Undirected
Théoden,Merry,48,Undirected
Théoden,Sam,2,Undirected
Théoden,Sombragris,16,Undirected
Théoden,Stybba,2,Undirected
Théoden,Théodred,1,Undirected
Théodred,Háma,1,Undirected
Théodred,Saruman,2,Undirected
TomBombadil,Bilbo,3,Undirected
TomBombadil,Cebadilla,1,Undirected
TomBombadil,Frodo,72,Undirected
TomBombadil,Galadriel,1,Undirected
TomBombadil,Gandalf,6,Undirected
TomBombadil,Gildor,3,Undirected
TomBombadil,Gordo,9,Undirected
TomBombadil,Hombre-Sauce,15,Undirected
TomBombadil,Lobelia,1,Undirected
TomBombadil,Maggot,5,Undirected
TomBombadil,Merry,27,Undirected
TomBombadil,Rosita,1,Undirected
TomBombadil,Sam,19,Undirected
Uglúk,Bárbol,2,Undirected
Uglúk,Gollum,1,Undirected
Uglúk,Grishnákh,30,Undirected
Uglúk,Lugdush,5,Undirected
Uglúk,Merry,22,Undirected
Uglúk,Saruman,13,Undirected
Uglúk,Snaga,1,Undirected
Ungoliant,Gollum,3,Undirected
Walda,Théoden,2,Undirected
Widfara,Dernhelm,1,Undirected
Widfara,Merry,2,Undirected
Widfara,Théoden,1,Undirected
WillPieblanco,Frodo,3,Undirected
WillPieblanco,Merry,1,Undirected
Zarcillo,Corteza,7,Undirected
